name,price,speed,modules,color,first_word_latency,cas_latency
Patriot Viper Elite II 8 GB,19.98,"43,600","1,8",Red / Black,11.111,20
Crucial Ballistix 16 GB,,"43,200","2,8",Black,10,16
G.Skill Trident Z Royal 256 GB,659.99,"43,600","8,32",Silver,10,18
Kingston ValueRAM 16 GB,60.2,"54,800","1,16",Green,16.667,40
Corsair Vengeance Pro 16 GB,,"31,600","2,8",Black / Red,11.25,9
Corsair Vengeance LPX 128 GB,,"43,800","8,16",Black / Yellow,10,19
G.Skill Trident Z5 64 GB,209.99,"56,000","2,32",Black / Silver,10.667,32
Kingston Server Premier 32 GB,119.99,"55,600","1,32",Green / Black,16.429,46
Patriot Viper Steel RGB 32 GB,60.99,"43,200","1,32",Black,11.25,18
Kingston FURY Beast RGB 64 GB,209.99,"55,200","2,32",Black,15.385,40
TEAMGROUP Elite Plus 16 GB,45.99,"55,600","1,16",Silver,14.286,40
Corsair Vengeance RGB RS 16 GB,49.99,"43,600","1,16",Black,10,18
Corsair Vengeance LPX 16 GB,41.99,"42,400","2,8",Black / Yellow,11.667,14
PNY Performance 16 GB,37.98,"43,200","1,16",Black,13.75,22
TEAMGROUP T-Force Vulcan Z 16 GB,40.76,"43,200","1,16",Gray,10,16
Kingston FURY Beast RGB 8 GB,43.71,"54,800","1,8",Black,15.833,38
Samsung M393A1G40DB0-CPB 8 GB,19.57,"42,133","1,8",Black / Green,14.065,15
GeIL Dragon RAM 32 GB,,"43,000","2,16",White / Gold,10,15
Crucial Ballistix Sport LT 16 GB,,"42,400","2,8",Gray,13.333,16
G.Skill Ripjaws V 16 GB,,"43,200","2,8",Black,10,16
G.Skill Trident Z5 Neo 32 GB,109.99,"55,600","2,16",Black,10.714,30
Patriot Signature 16 GB,26.99,"31,600","2,8",Black,13.75,11
Kingston FURY 32 GB,138.51,"55,600","2,16",White,14.286,40
G.Skill Trident Z Royal 32 GB,185.33,"43,200","4,8",Silver,10,16
ADATA XPG LANCER RGB 64 GB,,"56,000","2,32",Black,10,30
Kingston FURY Beast 16 GB,66.31,"55,600","1,16",Black,12.857,36
Kingston FURY 16 GB,68.85,"55,600","1,16",White,14.286,40
Kingston Fury Renegade RGB 96 GB,334.99,"56,000","2,48",Silver / Black,10.667,32
G.Skill Aegis 16 GB,37.9,"42,133","2,8",Black / Red,14.065,15
Crucial CT16G4DFD824A 16 GB,34.99,"42,400","1,16",Green / Black,14.167,17
Corsair Vengeance LPX 16 GB,49.99,"42,933","2,8",Black / Yellow,10.91,16
G.Skill Trident Z RGB 128 GB,989,"43,200","8,16",,9.375,15
Kingston HyperX Fury 8 GB,,"31,600","2,4",Red / Silver,12.5,10
Crucial CT4G4RFS8266 4 GB,25.4,"42,666","1,4",Green / Black,14.254,19
ADATA XPG SPECTRIX D50 32 GB,,"43,200","2,16",Black,10,16
G.Skill Trident Z RGB 8 GB,,"43,200","1,8",Black,10,16
G.Skill Ripjaws S5 32 GB,114.99,"56,600","2,16",Black,10.303,34
G.Skill Ripjaws S5 48 GB,139.99,"55,600","2,24",Black,14.286,40
Corsair Vengeance RGB Pro 16 GB,74.98,"43,600","2,8",Black,8.889,16
Kingston FURY Renegade 64 GB,296.69,"56,400","2,32",Silver / Black,10,32
PNY XLR8 16 GB,37.99,"43,600","2,8",Black,10,18
Corsair Vengeance RGB Pro SL 32 GB,129.99,"43,600","4,8",Black,10,18
G.Skill Aegis 16 GB,33.99,"43,000","1,16",Red / Black,10.667,16
Kingston FURY Beast 32 GB,87.3,"42,666","2,16",Black,12.003,16
Crucial CT2KIT25664AA800 4 GB,31.49,"2,800","2,2",Green,15,6
Crucial Ballistix Sport LT 8 GB,159,"42,400","1,8",Silver,13.333,16
TEAMGROUP T-Force Delta RGB 16 GB,,"43,000","2,8",Black,10.667,16
Apacer Panther-Golden 8 GB,,"42,666","1,8",Black / Gold,12.003,16
Kingston HyperX Fury 16 GB,,"43,200","1,16",Black,10,16
G.Skill Trident Z Neo 32 GB,479.82,"43,600","2,16",Black / Silver,7.778,14
Mushkin Redline Lumina White 32 GB,107.99,"56,400","2,16",White,10,32
TEAMGROUP T-Force Vulcan Z 64 GB,117.99,"43,600","2,32",Red,10,18
TEAMGROUP Xtreem 32 GB,179.99,"57,600","2,16",Black,9.474,36
Patriot Viper 4 Blackout 16 GB,39.99,"43,600","2,8",Black,10,18
Kingston Fury Beast RGB Special Edition 32 GB,101.25,"43,200","2,16",White,10,16
G.Skill Trident Z 16 GB,56.86,"43,200","2,8",Red / Silver,10,16
Kingston FURY Beast 16 GB,66.54,"55,200","1,16",Black,13.846,36
G.Skill Value 8 GB,21.12,"42,666","1,8",Black,14.254,19
G.Skill Ripjaws V 64 GB,3351.65,"43,200","4,16",Red,9.375,15
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,"43,200","2,16",Black / Gold,10,16
Crucial Ballistix MAX 32 GB,,"44,400","2,16",Black,8.636,19
Kingston FURY Impact 32 GB,117.98,"55,600","2,16",Black,14.286,40
Corsair Dominator Platinum RGB 32 GB,159.99,"56,000","2,16",Black,12,36
Kingston Fury Renegade RGB 16 GB,62.99,"43,600","2,8",Black,8.889,16
Patriot Viper Elite II 16 GB,33.99,"42,666","2,8",Red / Black,12.003,16
Kingston FURY Beast RGB 64 GB,204.99,"54,800","2,32",Black,15.833,38
TEAMGROUP T-Force Delta RGB 64 GB,164.99,"55,200","2,32",White / Silver,15.385,40
Kingston FURY Beast 32 GB,109.59,"55,200","1,32",Black,15.385,40
G.Skill Trident Z Neo 256 GB,589.99,"43,600","8,32",Silver / Black,10,18
G.Skill Trident Z5 RGB 32 GB,,"56,000","2,16",Black,13.333,40
Corsair ValueSelect 4 GB,17.73,"42,400","1,4",Black,13.333,16
Corsair Dominator Platinum 16 GB,,"42,400","2,8",Black / Silver,8.333,10
ADATA XPG GAMMIX D30 16 GB,,"43,000","2,8",Silver / Red,10.667,16
Patriot Viper Steel 16 GB,137.26,"44,000","2,8",Gray / Black,8,16
Corsair Vengeance 32 GB,91.99,"54,800","2,16",Black / White,16.667,40
G.Skill Ripjaws V 64 GB,,"43,600","4,16",Black,8.889,16
Kingston Fury Renegade RGB 64 GB,259.99,"56,400","2,32",Silver / White,10,32
Crucial CT32G56C46U5 32 GB,108.99,"55,600","1,32",Black,16.429,46
Patriot Signature Line 32 GB,55.99,"43,200","1,32",,13.75,22
Corsair Vengeance LPX 32 GB,109.99,"43,000","2,16",Black / Yellow,10,15
Kingston KVR1333D3N9/4G 4 GB,21.22,"31,333","1,4",Green,13.503,9
Samsung MV-3V4G3D/US 8 GB,,"31,600","2,4",Black,13.75,11
Corsair Vengeance LED 16 GB,,"43,200","2,8",Black / White,10,16
ADATA XPG SPECTRIX D41 8 GB,,"43,000","1,8",Black / White,10.667,16
G.Skill Flare X5 48 GB,154.99,"56,000","2,24",Black,13.333,40
Patriot Viper Venom 32 GB,99.99,"56,600","2,16",Black / White,10.303,34
G.Skill Trident Z Royal Elite 32 GB,282.25,"44,800","2,16",Silver,8.333,20
Corsair Dominator Platinum RGB 16 GB,79.98,"44,000","2,8",White,9.5,19
Mushkin Redline Lumina White 64 GB,200.98,"56,400","2,32",White,10,32
TEAMGROUP Elite Plus 32 GB,76.98,"54,800","1,32",Black,16.667,40
Samsung M393A1G40EB1-CPB 8 GB,14.99,"42,133","1,8",Green / Black,14.065,15
G.Skill Trident Z RGB 256 GB,569.99,"43,200","8,32",Black,10,16
Corsair Vengeance RGB RS 8 GB,34.99,"43,600","1,8",Black,10,18
Patriot Signature 8 GB,16.98,"31,600","1,8",Blue / Silver,13.75,11
Kingston ValueRAM 8 GB,24.35,"42,400","1,8",Green,14.167,17
Kingston ValueRAM 8 GB,18.69,"43,200","1,8",,13.75,22
ADATA XPG CASTER RGB 32 GB,438.93,"56,400","2,16",Black / Silver,12.5,40
Addlink Spider X4 32 GB,86.44,"43,200","2,16",Black,10,16
Corsair Vengeance 16 GB,279.99,"31,600","4,4",Black / Blue,11.25,9
Kingston HyperX Predator RGB 16 GB,,"43,200","2,8",Black / Silver,10,16
G.Skill Trident Z5 Neo 32 GB,112.99,"56,000","2,16",Black,12,36
TEAMGROUP T-Force Xtreem ARGB 16 GB,54.99,"43,600","2,8",Black,10,18
ADATA XPG LANCER RGB 32 GB,128.77,"56,000","2,16",Black,13.333,40
G.Skill FORTIS 64 GB,137.11,"42,400","4,16",Black / Red,12.5,15
Corsair Vengeance RGB Pro 16 GB,64.98,"43,600","2,8",Black,10,18
G.Skill Trident X 32 GB,169.96,"32,400","4,8",Black / Red,8.333,10
Corsair Vengeance RGB Pro 32 GB,94.99,"43,000","2,16",Black,10.667,16
Patriot Viper Steel 16 GB,43.99,"43,600","2,8",Silver / Black,9.444,17
G.Skill Trident Z Royal 32 GB,141.07,"43,600","2,16",Gold,8.889,16
TEAMGROUP T-Force Vulcan Z 16 GB,37.99,"43,600","2,8",Red / Black,10,18
Corsair Vengeance RGB Pro 8 GB,34.99,"43,200","1,8",Black,10,16
G.Skill Trident Z RGB 16 GB,116.78,"44,266","2,8",Multicolor,8.908,19
Kingston FURY Beast RGB 8 GB,48.38,"55,600","1,8",Black,14.286,40
Kingston ValueRAM 16 GB,43.3,"42,666","1,16",Green,14.254,19
Corsair Vengeance RGB 48 GB,159.99,"55,200","2,24",Black,14.615,38
Corsair Vengeance LPX 4 GB,19.98,"42,400","1,4",Black / Yellow,12.5,15
ADATA XPG Lancer Blade RGB 32 GB,139.99,"56,400","2,16",White,10,32
Corsair Vengeance 8 GB,84.75,"31,600","2,4",Black / Blue,11.25,9
Kingston KVR1333D3N9K4/16G 16 GB,,"31,333","4,4",Green,13.503,9
Corsair CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel XMP 2.0 Desktop Memory Model CMK64GX4M4X4000C18 64 GB,,"44,000","4,16",Black / Yellow,9,18
G.Skill Trident Z 32 GB,109.99,"56,000","2,16",White / Black,10,30
Mushkin Redline Lumina 32 GB,109.99,"56,400","2,16",Black,10,32
TEAMGROUP Elite Plus 16 GB,59.99,"56,000","1,16",Black,13.333,40
Corsair Vengeance RGB 48 GB,195.99,"57,000","2,24",Black,11.429,40
Kingston FURY Renegade 16 GB,109.99,"56,400","1,16",Silver / Black,10,32
G.Skill Ripjaws V 8 GB,20.99,"42,666","1,8",Red / Black,14.254,19
Kingston FURY Beast 16 GB,47.82,"43,200","1,16",Black,10,16
Corsair CORSAIR Vengeance LED 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMU16GX4M2C3000C16R 16 GB,,"43,000","2,8",Black,10.667,16
TEAMGROUP T-Force Vulcan Z 16 GB,,"43,000","2,8",Silver / Black,10.667,16
Silicon Power SP032GBSVU480F22 32 GB,89.99,"54,800","2,16",Black,16.667,40
Kingston FURY Beast 64 GB,233.4,"55,600","2,32",Black,12.857,36
Kingston FURY Beast RGB 32 GB,126.99,"56,000","1,32",Black,13.333,40
G.Skill Trident Z5 RGB 32 GB,,"56,000","2,16",Black,13.333,40
G.Skill Aegis 16 GB,,"42,666","2,8",Red / Black,14.254,19
G.Skill Trident Z Neo 32 GB,,"43,600","2,16",Black / Silver,8.889,16
Corsair Vengeance RGB 48 GB,169.99,"55,600","2,24",Black,14.286,40
Corsair Vengeance RGB RS 64 GB,154.99,"43,200","2,32",Black / Gray,10,16
Timetec PINNACLE Konduit 32 GB,66.55,"43,200","2,16",White,10,16
Mushkin Silverline 2 GB,15.45,"2,800","1,2",Gray / Silver,12.5,5
Corsair Vengeance RGB Pro 64 GB,,"43,200","4,16",White,10,16
Corsair Vengeance RGB Pro 256 GB,714.99,"43,200","8,32",Black,10,16
Kingston Fury Beast RGB Special Edition 8 GB,33.98,"43,200","1,8",White,10,16
Kingston HyperX Fury 32 GB,,"43,600","2,16",Black,10,18
Corsair Vengeance LPX 128 GB,909.99,"42,666","8,16",Black / Yellow,11.253,15
Corsair Vengeance RGB Pro 16 GB,,"43,600","2,8",Black,8.889,16
GeIL EVO POTENZA 16 GB,,"43,000","2,8",Red / Black,10.667,16
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 32 GB,,"43,600","2,16",Black / Gold,10.556,19
ADATA XPG Lancer Blade RGB 16 GB,,"56,000","1,16",Black,10,30
Acer Predator Hermes RGB 64 GB,,"56,400","2,32",White,10,32
Mushkin Redline Lumina 32 GB,79.98,"44,000","2,16",Black,9,18
GOODRAM IRDM 32 GB,,"56,000","2,16",Black,10,30
Corsair Vengeance 48 GB,159.99,"55,600","2,24",Black,14.286,40
Crucial CT32G4RFD432A 32 GB,77.5,"43,200","1,32",Green / Black,13.75,22
Corsair Vengeance 64 GB,204.99,"55,600","2,32",White / Gray,14.286,40
Kingston FURY Renegade 32 GB,176.15,"56,400","2,16",White / Silver,10,32
Kingston FURY Renegade 96 GB,379.99,"56,400","2,48",Silver / Black,10,32
Corsair Dominator Platinum RGB 16 GB,79.98,"43,200","2,8",Black,10,16
Kingston FURY Beast 16 GB,45.99,"43,600","1,16",Black,10,18
Corsair ValueSelect 16 GB,49.98,"42,666","1,16",Black,13.503,18
Kingston FURY 64 GB,253.22,"55,600","2,32",White,14.286,40
G.Skill Aegis 4 GB,15.29,"42,400","1,4",Black / Red,12.5,15
Kingston KVR16N11S8/4 4 GB,14.98,"31,600","1,4",Green,13.75,11
Kingston Server Premier 32 GB,179.75,"43,200","1,32",,13.75,22
Thermaltake TOUGHRAM XG RGB 64 GB,549.99,"44,000","2,32",White / Silver,9.5,19
Thermaltake TOUGHRAM XG RGB D5 32 GB,,"56,000","2,16",Black / Silver,12,36
ADATA XPG SPECTRIX D60G 16 GB,,"43,600","2,8",Silver / Black,9.444,17
TEAMGROUP Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF1D416G3600HC18JDC01 16 GB,,"43,600","2,8",Black,10,18
Corsair Vengeance 32 GB,,"55,200","2,16",Black / Gray,14.615,38
ADATA XPG GAMMIX D45 16 GB,,"43,200","2,8",Black,10,16
Silicon Power SP016GBLTU160ND2J7 16 GB,20.99,"31,600","2,8",Gray,13.75,11
Corsair Dominator Platinum RGB 32 GB,174.99,"56,000","2,16",Black,10,30
G.Skill Ripjaws S5 64 GB,197.99,"55,600","2,32",Black,10.714,30
ADATA XPG Lancer Blade RGB 16 GB,,"56,000","1,16",White,10,30
G.Skill Sniper X 32 GB,71.84,"42,400","4,8",Black / White,14.167,17
G.Skill Ripjaws X 4 GB,21.07,"31,600","2,2",Black / Red,11.25,9
G.Skill Ripjaws V 32 GB,146.93,"43,200","4,8",Black,10,16
Samsung M393B5170FH0-CH9 4 GB,8.99,"31,333","1,4",Black / Green,13.503,9
Klevv BOLT X 8 GB,,"43,200","1,8",Black,10,16
Corsair Vengeance LPX 64 GB,,"44,000","2,32",Black / Yellow,9,18
Neo Forza FAYE 32 GB,,"45,000","2,16",Black / Silver,7.6,19
ADATA XPG LANCER RGB 32 GB,,"56,000","2,16",Black,10,30
Patriot Viper Xtreme 5 RGB 32 GB,154.99,"57,600","2,16",Black,9.474,36
Crucial CT2K32G4DFD832A 64 GB,134.94,"43,200","2,32",Green / Black,13.75,22
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,87.15,"43,200","1,32",Green,13.75,22
G.Skill Trident Z Neo 128 GB,299.99,"43,200","4,32",Black / Silver,10,16
Mushkin Enhanced Redline Stiletto 16 GB,66.98,"43,200","2,8",Black,10,16
TEAMGROUP T-Force Delta RGB 48 GB,359.99,"56,800","2,24",White,10.588,36
OLOy Blade RGB 32 GB,169.99,"57,800","2,16",Black,9.231,36
PNY XLR8 16 GB,,"42,666","2,8",Black / Red,12.003,16
G.Skill Trident Z 32 GB,118.99,"56,400","2,16",Black,10,32
G.Skill Trident Z Neo 16 GB,119.99,"43,600","2,8",Black / Silver,7.778,14
G.Skill Trident Z Royal 64 GB,209.99,"43,000","4,16",Silver,10.667,16
TEAMGROUP T-Force Delta RGB 64 GB,174.99,"55,600","2,32",White / Silver,12.857,36
G.Skill Trident X 16 GB,136.07,"32,400","2,8",Black / Red,8.333,10
Kingston Fury Renegade RGB 32 GB,227.25,"57,200","2,16",Silver / Black,10.556,38
PNY XLR8 32 GB,,"43,200","2,16",Black / Red,10,16
Kingston Fury Renegade RGB 48 GB,197.76,"56,000","1,48",Silver / Black,10.667,32
V-Color TRA564G60D434Q 256 GB,,"56,000","4,64",White,11.333,34
G.Skill Trident Z 32 GB,116.99,"56,000","2,16",White / Black,10,30
Mushkin Enhanced Redline Stiletto 64 GB,167.99,"43,200","2,32",Black,8.75,14
Corsair Vengeance RGB 32 GB,129.99,"55,600","2,16",Black / Gray,12.857,36
G.Skill Trident Z5 RGB 48 GB,224.99,"57,600","2,24",Black,10,38
Kingston Server Premier 32 GB,153.66,"55,200","1,32",Green / Black,16.154,42
Corsair Vengeance RGB 48 GB,194.99,"56,400","2,24",Black,11.25,36
Corsair Vengeance 8 GB,39.99,"31,600","1,8",Black / Silver,12.5,10
Corsair Dominator Platinum RGB 32 GB,157.91,"43,200","4,8",White,10,16
G.Skill Ripjaws V 8 GB,29.99,"42,133","2,4",Black / Red,14.065,15
Kingston FURY Beast 16 GB,46.93,"42,666","1,16",Black,12.003,16
ADATA XPG LANCER RGB 32 GB,,"55,600","2,16",White,12.857,36
G.Skill Trident Z RGB 32 GB,,"43,600","4,8",Black,10,18
Gigabyte AORUS RGB 16 GB,279,"43,600","2,8",Black,10,18
Crucial CT16G48C40S5 16 GB,44.99,"54,800","1,16",Black,16.667,40
TEAMGROUP Elite 16 GB,57.5,"55,200","1,16",Black,16.154,42
G.Skill Ripjaws X 32 GB,90.03,"31,600","4,8",Black / Blue,11.25,9
G.Skill Trident Z5 64 GB,199.99,"56,000","2,32",Silver / Black,10.667,32
Corsair Vengeance RGB RT 64 GB,164.99,"43,200","2,32",White / Black,10,16
Kingston FURY Renegade 16 GB,76.56,"56,000","1,16",Silver / Black,10.667,32
Kingston FURY Renegade 16 GB,53.09,"56,000","1,16",Silver / White,10.667,32
TEAMGROUP T-Force Delta RGB 32 GB,124.99,"57,000","2,16",Black / Silver,9.714,34
Corsair Vengeance RGB Pro SL 16 GB,55,"43,200","2,8",Black,10,16
Kingston FURY 64 GB,290.8,"55,600","4,16",White,14.286,40
Patriot Viper Steel RGB 16 GB,,"43,200","2,8",Black,11.25,18
Corsair Vengeance RGB RS 128 GB,,"43,200","4,32",Black / Gray,10,16
Thermaltake TOUGHRAM XG RGB D5 32 GB,,"55,600","2,16",Black / Silver,12.857,36
G.Skill Zeta R5 128 GB,1009.99,"56,400","8,16",Black / White,10,32
Silicon Power SU064GBSVU480F22AB 64 GB,139.99,"54,800","2,32",Black,16.667,40
G.Skill Trident Z5 Neo RGB 48 GB,164.99,"56,000","2,24",Black,13.333,40
TEAMGROUP T-Force Vulcan Z 64 GB,114.99,"43,200","2,32",Red,10,16
G.Skill Trident Z5 RGB 32 GB,117.99,"56,000","2,16",Black,12,36
Kingston FURY 32 GB,133.55,"55,200","2,16",White,15.385,40
G.Skill Trident Z 32 GB,2094.5,"43,000","2,16",Red / Silver,9.333,14
Patriot Signature Line 32 GB,44.99,"42,666","1,32",Black,14.254,19
TEAMGROUP T-Force Vulcan 32 GB,99.99,"56,400","2,16",Red,12.5,40
Mushkin Redline Lumina White 64 GB,189.99,"56,000","2,32",White,12,36
Patriot Viper Steel RGB 64 GB,124.99,"43,200","2,32",Black,11.25,18
Silicon Power SP032GBLVU480F22 32 GB,,"54,800","2,16",,16.667,40
Corsair Vengeance RGB Pro 64 GB,734.8,"42,666","4,16",Black,12.003,16
G.Skill Ripjaws S5 32 GB,,"55,200","2,16",White,15.385,40
G.Skill Aegis 8 GB,26.9,"42,400","2,4",Black / Red,12.5,15
Corsair Vengeance LED 64 GB,853.86,"43,200","4,16",Black / Blue,10,16
PNY XLR8 Gaming EPIC-X RGB 8 GB,53.54,"43,200","1,8",Black,10,16
V-Color Manta XPrism RGB 64 GB,,"56,000","2,32",Silver,11.333,34
TEAMGROUP T-Force DELTAα RGB 16 GB,,"55,200","2,8",Black,14.615,38
Mushkin Redline ST 32 GB,109.99,"56,400","2,16",Black,10,32
Mushkin Redline Lumina 32 GB,84.99,"44,133","2,16",Black,9.194,19
G.Skill Ripjaws Z 32 GB,111.97,"32,400","4,8",,9.167,11
G.Skill Ripjaws S5 64 GB,189.99,"55,600","2,32",Black,10.714,30
G.Skill Trident Z5 RGB 48 GB,229.99,"57,600","2,24",Black,10,38
Corsair Vengeance RGB RT 128 GB,296.81,"43,200","4,32",Black,10,16
ADATA XPG LANCER RGB 64 GB,,"56,000","2,32",White,10,30
Crucial CT2K8G48C40S5 16 GB,52.64,"54,800","2,8",Black,16.667,40
Kingston FURY 16 GB,71.84,"55,600","1,16",White,14.286,40
Kingston FURY Beast 32 GB,109.26,"43,600","4,8",Black,10,18
Crucial CT16G4DFD8266 16 GB,39,"42,666","1,16",Green / Black,14.254,19
G.Skill Ripjaws V 16 GB,,"43,600","2,8",Red / Black,10.556,19
Kingston FURY Renegade 32 GB,249.99,"58,000","2,16",Silver / Black,9.5,38
Kingston HyperX Fury RGB 32 GB,219.65,"43,200","4,8",Black,10,16
G.Skill F2-6400CL5Q-16GBPQ 16 GB,,"2,800","4,4",Blue / Silver,12.5,5
ADATA XPG SPECTRIX D50 8 GB,,"43,200","1,8",Black,10,16
TEAMGROUP T-Force DELTAα RGB 16 GB,,"55,600","1,16",White,14.286,40
Kingston Fury Renegade RGB 16 GB,167.43,"58,000","1,16",Silver / Black,9.5,38
Mushkin Enhanced Redline Stiletto 64 GB,169.99,"43,600","2,32",Black,8.889,16
G.Skill Trident Z RGB 32 GB,,"44,000","2,16",Black,8,16
TEAMGROUP Xtreem 48 GB,259.99,"57,600","2,24",Black,9.474,36
Kingston FURY Beast 32 GB,82.45,"43,600","1,32",Black,9.444,17
Corsair Dominator Platinum RGB 32 GB,204.99,"57,000","2,16",Black,9.714,34
Corsair Vengeance RGB 64 GB,205,"55,600","2,32",Black / Gray,14.286,40
G.Skill Trident Z5 RGB 48 GB,149.99,"55,600","2,24",Black,14.286,40
Samsung m378b5673eh1-cf8 2 GB,22.1,"31,066","1,2",Green / Black,13.133,7
Crucial Ballistix 16 GB,,"43,600","2,8",White,8.889,16
ADATA XPG SPECTRIX D50 32 GB,179.16,"43,600","1,32",Black,10,18
HP V2 8 GB,,"43,000","1,8",Black,10.667,16
G.Skill Trident Z5 RGB 32 GB,119.99,"56,000","2,16",White / Black,10.667,32
Crucial CT2K16G4SFRA32A 32 GB,69.34,"43,200","2,16",Green,13.75,22
G.Skill Trident Z RGB 128 GB,289.99,"43,200","4,32",Black,10,16
Patriot Viper Steel 32 GB,59.99,"43,200","1,32",Gray,10,16
G.Skill Trident Z Neo 16 GB,59.99,"43,200","2,8",Silver / Black,10,16
TEAMGROUP T-Force Vulcan alpha 32 GB,89.99,"55,600","2,16",Black / Silver,14.286,40
Corsair Vengeance RGB Pro 32 GB,144.99,"43,600","4,8",Black,8.889,16
V-Color TRA532G72D834Q 128 GB,1599.99,"57,200","4,32",White,9.444,34
Corsair Vengeance 48 GB,182.35,"56,400","2,24",Black / Gray,11.25,36
Patriot Viper Xtreme 5 RGB 32 GB,174.99,"57,800","2,16",Black,9.744,38
G.Skill Flare X 128 GB,333.24,"42,400","8,16",Black,12.5,15
Crucial Ballistix 16 GB,104.99,"42,666","2,8",White,12.003,16
Patriot Viper Elite II 16 GB,39.99,"43,600","2,8",Red / Black,11.111,20
Kingston KVR16N11K2/16 16 GB,87,"31,600","2,8",Green,13.75,11
G.Skill Trident Z 64 GB,2696.12,"43,600","4,16",Black,9.444,17
Kingston Server Premier 16 GB,92.63,"55,200","1,16",Green / Black,16.154,42
Crucial Ballistix Sport LT 8 GB,39,"42,400","2,4",Gray,13.333,16
Kingston KHX8500D2K2/4GR 4 GB,,"21,066","2,2",Blue,9.381,5
ADATA XPG SPECTRIX D41 16 GB,,"43,000","2,8",Black,10.667,16
TEAMGROUP T-Force Vulcan Z 16 GB,,"43,000","2,8",Red / Black,10.667,16
Kingston HyperX Fury RGB 8 GB,,"43,200","1,8",Black,10,16
G.Skill Ripjaws V 32 GB,,"44,000","2,16",Black,7,14
G.Skill Ripjaws 64 GB,214.99,"55,600","2,32",Black,14.286,40
Kingston FURY Renegade 32 GB,141.94,"56,000","2,16",Silver / White,10.667,32
G.Skill Ripjaws V 64 GB,124.99,"42,666","2,32",Black,13.503,18
G.Skill Ripjaws S5 32 GB,104.99,"55,600","2,16",Black,10.714,30
Kingston FURY Beast RGB 16 GB,59.99,"43,600","1,16",Black,10,18
Timetec PINNACLE Konduit RGB 16 GB,48.99,"43,200","2,8",White,10,16
Patriot Viper Steel 16 GB,44.99,"43,733","2,8",Silver / Black,9.108,17
Corsair Vengeance LP 16 GB,79.98,"31,600","2,8",Black / Yellow,12.5,10
Kingston FURY Beast 16 GB,62.16,"43,733","2,8",Black,10.179,19
TEAMGROUP Elite 32 GB,85.99,"55,200","1,32",Black,16.154,42
G.Skill Aegis 16 GB,,"42,800","2,8",Black / Red,12.143,17
Corsair Vengeance LPX 8 GB,24.99,"42,400","1,8",Black / Yellow,11.667,14
G.Skill Ripjaws X 32 GB,,"31,600","4,8",Black / Red,12.5,10
Klevv CRAS XR5 RGB 32 GB,,"56,200","2,16",White / Black,12.903,40
"Patriot Viper Xtreme Series, Division 4 16 GB",220,"32,133","4,4",Black / Silver,10.314,11
GeIL EVO POTENZA 16 GB,,"43,200","2,8",Black,10,16
TEAMGROUP T-Force Vulcan 16 GB,,"55,200","1,16",Red,15.385,40
Neo Forza Trinity 32 GB,,"56,400","2,16",Black,12.5,40
Crucial Ballistix 8 GB,,"43,200","1,8",Black,10,16
TEAMGROUP Elite 16 GB,30.99,"43,200","2,8",Black,13.75,22
TEAMGROUP Elite 64 GB,119.99,"43,200","2,32",Black,13.75,22
G.Skill Trident Z5 RGB 32 GB,116.99,"55,600","2,16",White / Black,10.714,30
TEAMGROUP Xtreem 32 GB,229.99,"58,000","2,16",Black,9.5,38
G.Skill Ripjaws V 16 GB,39.99,"43,000","2,8",Red / Black,10.667,16
G.Skill Trident Z5 RGB 48 GB,214.99,"57,200","2,24",Silver / Black,10,36
Kingston FURY Beast 32 GB,110.08,"43,733","2,16",Black,10.179,19
G.Skill Value 16 GB,32.25,"31,333","2,8",Black,13.503,9
G.Skill Ripjaws V 32 GB,,"43,600","2,16",Black,7.778,14
V-Color Prism Pro 32 GB,68.99,"43,600","2,16",Black,10,18
Kingston FURY Renegade 64 GB,229.99,"56,000","2,32",Silver / White,10.667,32
TEAMGROUP T-Force Vulcan Z 16 GB,40.46,"43,200","1,16",Red,10,16
GeIL SUPER LUCE RGB SYNC 16 GB,,"43,000","2,8",,10.667,16
ADATA XPG SPECTRIX D60G 32 GB,,"43,600","2,16",White,10,18
Crucial Ballistix Sport AT 16 GB,,"43,000","1,16",Silver / Black,11.333,17
Corsair Vengeance RGB Pro 16 GB,64.98,"43,000","2,8",Black,10,15
Mushkin Enhanced Redline Stiletto 16 GB,80.98,"43,600","2,8",Black,7.778,14
G.Skill Ripjaws V 32 GB,74.98,"42,666","2,16",Red,11.253,15
G.Skill Ripjaws V 16 GB,89.99,"44,000","2,8",Black,8,16
Corsair Dominator Platinum RGB 16 GB,79.98,"43,200","2,8",White,10,16
G.Skill Ripjaws Z 32 GB,103.94,"31,866","4,8",Black / Red,10.718,10
Corsair Vengeance LPX 16 GB,39.98,"43,200","2,8",Black,11.25,18
Kingston Fury Beast RGB Special Edition 16 GB,68,"43,600","2,8",White,9.444,17
